,team,confederation,total_matches,neutral_matches,neutral_matches_wins,neutral_matches_losses,neutral_matches_draws,neutral_matches_goal_scored,neutral_matches_goal_conceded,home_matches,home_matches_wins,home_matches_losses,home_matches_draws,home_matches_goal_scored,home_matches_goal_conceded,away_matches,away_matches_wins,away_matches_losses,away_matches_draws,away_matches_goal_scored,away_matches_goal_conceded,color,tot_wins,tot_losses,tot_draws,home_win_rate,away_win_rate,neutral_win_rate,tot_goal_scored,tot_goal_conceded,goal_scored_rate,goal_conceded_rate,home_goal_scored_rate,away_goal_scored_rate,neutral_goal_scored_rate,home_goal_conceded_rate,away_goal_conceded_rate,neutral_goal_conceded_rate
100,Korea Republic,AFC,822,326,159,78,89,557,331,293,181,45,67,580,192,203,90,57,56,304,225,greenyellow,52.311435523114355,21.897810218978105,25.790754257907544,61.774744027303754,44.33497536945813,48.77300613496933,1441,748,1.7530413625304135,0.9099756690997567,1.9795221843003412,2.857142857142857,1.7085889570552146,0.6552901023890785,0.9458128078817734,1.0153374233128833
102,Kuwait,AFC,560,197,89,53,55,310,198,222,103,59,60,370,208,141,38,63,40,157,204,grey,41.07142857142857,31.25,27.67857142857143,46.3963963963964,26.95035460992908,45.17766497461929,837,610,1.4946428571428572,1.0892857142857142,1.6666666666666667,2.624113475177305,1.5736040609137056,0.9369369369369369,1.475177304964539,1.0050761421319796
104,Latvia,UEFA,408,51,18,19,14,64,61,160,58,64,38,211,232,197,41,111,45,223,383,honeydew,28.676470588235293,47.549019607843135,23.774509803921568,36.25,20.812182741116754,35.294117647058826,498,676,1.2205882352941178,1.6568627450980393,1.31875,1.0710659898477157,1.2549019607843137,1.45,1.1776649746192893,1.196078431372549
105,Lebanon,AFC,275,66,16,36,14,73,116,115,40,34,41,173,139,94,19,54,21,71,174,hotpink,27.27272727272727,45.09090909090909,27.636363636363637,34.78260869565217,20.212765957446805,24.242424242424242,317,429,1.1527272727272728,1.56,1.5043478260869565,1.8404255319148937,1.106060606060606,1.208695652173913,1.4787234042553192,1.7575757575757576
107,Liberia,CAF,250,30,8,19,3,30,41,116,51,29,36,133,103,104,10,76,18,59,206,indianred,27.6,49.6,22.8,43.96551724137931,9.615384615384617,26.666666666666668,222,350,0.888,1.4,1.146551724137931,1.2788461538461537,1.0,0.8879310344827587,0.9903846153846154,1.3666666666666667
108,Libya,CAF,336,83,32,23,28,121,79,125,71,22,32,215,114,128,17,85,26,82,214,indigo,35.714285714285715,38.69047619047619,25.595238095238095,56.8,13.28125,38.55421686746988,418,407,1.244047619047619,1.2113095238095237,1.72,1.6796875,1.4578313253012047,0.912,0.890625,0.9518072289156626
110,Lithuania,UEFA,379,49,16,21,12,60,84,137,49,60,28,159,190,193,39,124,30,177,412,ivory,27.440633245382585,54.089709762532976,18.46965699208443,35.76642335766424,20.207253886010363,32.6530612244898,396,686,1.0448548812664908,1.8100263852242744,1.1605839416058394,0.8238341968911918,1.2244897959183674,1.3868613138686132,0.9844559585492227,1.7142857142857142
111,Luxembourg,UEFA,404,13,2,10,1,9,31,222,26,162,34,156,512,169,10,144,15,83,539,khaki,9.405940594059405,78.21782178217822,12.376237623762377,11.711711711711711,5.9171597633136095,15.384615384615385,248,1082,0.6138613861386139,2.6782178217821784,0.7027027027027027,0.9230769230769231,0.6923076923076923,2.3063063063063063,3.029585798816568,2.3846153846153846
114,Malawi,CAF,535,98,39,27,32,123,99,251,109,68,74,340,249,186,30,106,50,150,351,lavender,33.271028037383175,37.570093457943926,29.1588785046729,43.42629482071713,16.129032258064516,39.795918367346935,613,699,1.1457943925233645,1.3065420560747663,1.3545816733067728,1.8279569892473118,1.2551020408163265,0.9920318725099602,1.3387096774193548,1.010204081632653
115,Malaysia,AFC,512,172,66,60,46,282,256,185,72,61,52,291,231,155,29,92,34,150,308,lavenderblush,32.6171875,41.6015625,25.78125,38.91891891891892,18.70967741935484,38.372093023255815,723,795,1.412109375,1.552734375,1.572972972972973,1.8774193548387097,1.6395348837209303,1.2486486486486486,1.4903225806451612,1.4883720930232558
117,Mali,CAF,503,159,65,53,41,213,181,154,88,25,41,248,117,190,47,95,48,178,279,lawngreen,39.761431411530815,34.39363817097416,25.844930417495032,57.14285714285714,24.736842105263158,40.88050314465409,639,577,1.2703777335984094,1.1471172962226641,1.6103896103896105,1.305263157894737,1.3396226415094339,0.7597402597402597,0.6157894736842106,1.1383647798742138
118,Malta,UEFA,404,24,6,15,3,20,55,216,35,134,47,175,383,164,10,134,20,61,478,lemonchiffon,12.623762376237623,70.04950495049505,17.326732673267326,16.203703703703702,6.097560975609756,25.0,256,916,0.6336633663366337,2.267326732673267,0.8101851851851852,1.0670731707317074,0.8333333333333334,1.7731481481481481,2.3353658536585367,2.2916666666666665
121,Mexico,CONCACAF,866,383,193,103,87,624,407,256,173,27,56,597,187,227,75,94,58,267,313,lightblue,50.92378752886836,25.86605080831409,23.21016166281755,67.578125,33.03964757709251,50.391644908616186,1488,907,1.71824480369515,1.0473441108545034,2.33203125,2.6299559471365637,1.629242819843342,0.73046875,0.8237885462555066,1.0626631853785902
126,Morocco,CAF,534,122,51,31,40,162,105,233,147,31,55,412,137,179,50,65,64,171,198,lightcoral,46.441947565543074,23.782771535580522,29.775280898876407,63.0901287553648,27.932960893854748,41.80327868852459,745,440,1.395131086142322,0.8239700374531835,1.7682403433476395,2.3016759776536313,1.3278688524590163,0.5879828326180258,0.7653631284916201,0.860655737704918
127,Mozambique,CAF,301,57,15,32,10,44,86,118,57,28,33,168,106,126,21,74,31,94,201,lightcyan,30.89700996677741,44.518272425249165,24.58471760797342,48.30508474576271,16.666666666666664,26.31578947368421,306,393,1.0166112956810631,1.3056478405315615,1.423728813559322,1.3333333333333333,0.7719298245614035,0.8983050847457628,0.8412698412698413,1.5087719298245614
131,Netherlands,UEFA,791,90,48,18,24,164,81,374,216,73,85,913,388,327,136,120,71,554,505,lightgoldenrodyellow,50.56890012642224,26.67509481668774,22.756005056890015,57.75401069518716,41.59021406727829,53.333333333333336,1631,974,2.061946902654867,1.2313527180783819,2.4411764705882355,2.7920489296636086,1.8222222222222222,1.0374331550802138,1.1865443425076452,0.9
133,New Zealand,OFC,353,81,28,40,13,113,127,110,59,31,20,253,154,162,53,79,30,230,280,lightgray,39.6600566572238,42.492917847025495,17.847025495750707,53.63636363636364,32.71604938271605,34.5679012345679,596,561,1.688385269121813,1.5892351274787535,2.3,1.5617283950617284,1.3950617283950617,1.4,0.9506172839506173,1.5679012345679013
136,Nigeria,CAF,576,179,80,55,44,247,191,180,121,13,46,376,110,217,66,76,75,229,272,lightgreen,46.35416666666667,25.0,28.645833333333332,67.22222222222223,30.414746543778804,44.6927374301676,852,573,1.4791666666666667,0.9947916666666666,2.088888888888889,1.7327188940092166,1.3798882681564246,0.6111111111111112,0.5069124423963134,1.0670391061452513
137,North Macedonia,UEFA,250,25,7,10,8,21,30,116,48,45,23,164,136,109,19,58,32,109,174,lightgrey,29.599999999999998,45.2,25.2,41.37931034482759,17.431192660550458,28.000000000000004,294,340,1.176,1.36,1.4137931034482758,1.5045871559633028,0.84,1.1724137931034482,1.2477064220183487,1.2
138,Northern Ireland,UEFA,655,36,7,20,9,33,58,252,97,100,55,328,351,367,62,219,86,320,825,lightpink,25.34351145038168,51.7557251908397,22.900763358778626,38.492063492063494,16.893732970027248,19.444444444444446,681,1234,1.0396946564885496,1.883969465648855,1.3015873015873016,0.8937329700272479,0.9166666666666666,1.3928571428571428,0.9564032697547684,1.6111111111111112
139,Norway,UEFA,803,44,15,16,13,60,61,384,160,128,96,636,525,375,120,181,74,513,739,lightsalmon,36.73723536737236,40.473225404732254,22.789539227895393,41.66666666666667,32.0,34.090909090909086,1209,1325,1.5056039850560399,1.6500622665006226,1.65625,1.696,1.3636363636363635,1.3671875,1.4,1.3863636363636365
140,Oman,AFC,452,146,40,67,39,169,219,196,97,50,49,316,169,110,29,55,26,96,181,lightseagreen,36.72566371681416,38.05309734513274,25.221238938053098,49.48979591836735,26.36363636363636,27.397260273972602,581,569,1.2853982300884956,1.258849557522124,1.6122448979591837,2.8727272727272726,1.1575342465753424,0.8622448979591837,1.5363636363636364,1.5
143,Panama,CONCACAF,437,107,29,50,28,145,202,157,73,39,45,224,144,173,34,104,35,144,336,lightskyblue,31.12128146453089,44.16475972540046,24.71395881006865,46.496815286624205,19.653179190751445,27.102803738317753,513,682,1.173913043478261,1.5606407322654463,1.4267515923566878,1.2947976878612717,1.355140186915888,0.9171974522292994,0.8323699421965318,1.8878504672897196
145,Paraguay,CONMEBOL,725,197,82,62,53,319,294,198,101,50,47,303,201,330,74,164,92,330,549,lightslategray,35.44827586206897,38.068965517241374,26.482758620689655,51.010101010101,22.424242424242426,41.62436548223351,952,1044,1.3131034482758621,1.44,1.5303030303030303,0.9181818181818182,1.619289340101523,1.0151515151515151,0.6090909090909091,1.4923857868020305
146,Peru,CONMEBOL,639,174,66,61,47,260,230,237,104,82,51,335,285,228,34,137,57,191,408,lightslategrey,31.92488262910798,43.81846635367762,24.2566510172144,43.88185654008439,14.912280701754385,37.93103448275862,786,923,1.2300469483568075,1.4444444444444444,1.4135021097046414,1.469298245614035,1.4942528735632183,1.2025316455696202,1.25,1.3218390804597702
148,Poland,UEFA,810,97,52,20,25,159,96,351,178,82,91,692,389,362,115,157,90,513,603,lightsteelblue,42.592592592592595,31.97530864197531,25.432098765432098,50.712250712250714,31.767955801104975,53.608247422680414,1364,1088,1.6839506172839507,1.34320987654321,1.9715099715099715,1.9116022099447514,1.6391752577319587,1.1082621082621082,1.074585635359116,0.9896907216494846
149,Portugal,UEFA,627,97,53,22,22,159,87,290,166,50,74,604,267,240,84,103,53,299,366,lightyellow,48.32535885167464,27.91068580542265,23.76395534290271,57.24137931034483,35.0,54.63917525773196,1062,720,1.69377990430622,1.1483253588516746,2.0827586206896553,2.5166666666666666,1.6391752577319587,0.9206896551724137,1.1125,0.8969072164948454
151,Qatar,AFC,545,170,61,56,53,227,216,251,130,66,55,440,238,124,38,66,20,121,184,lime,42.018348623853214,34.4954128440367,23.486238532110093,51.79282868525896,30.64516129032258,35.88235294117647,788,638,1.4458715596330276,1.1706422018348623,1.752988047808765,3.5483870967741935,1.3352941176470587,0.9482071713147411,1.9193548387096775,1.2705882352941176
152,Republic of Ireland,UEFA,578,57,18,19,20,66,73,276,134,67,75,436,266,245,69,105,71,285,370,limegreen,38.23529411764706,33.04498269896194,28.719723183391004,48.55072463768116,28.163265306122447,31.57894736842105,787,709,1.3615916955017302,1.226643598615917,1.5797101449275361,1.779591836734694,1.1578947368421053,0.9637681159420289,1.0857142857142856,1.280701754385965
153,Romania,UEFA,689,80,29,30,21,119,112,286,171,54,61,588,285,323,104,124,95,422,480,linen,44.12191582002903,30.18867924528302,25.689404934687953,59.79020979020979,32.19814241486068,36.25,1129,877,1.6386066763425253,1.2728592162554426,2.055944055944056,1.8204334365325077,1.4875,0.9965034965034965,0.8823529411764706,1.4
154,Russia,UEFA,694,130,73,32,25,223,121,143,80,25,38,264,139,421,202,101,118,711,420,magenta,51.15273775216138,22.76657060518732,26.0806916426513,55.94405594405595,47.980997624703086,56.15384615384615,1198,680,1.7262247838616716,0.9798270893371758,1.8461538461538463,0.6270783847980997,1.7153846153846153,0.972027972027972,0.33016627078384797,0.9307692307692308
158,Saudi Arabia,AFC,624,250,110,83,57,337,283,262,155,51,56,513,226,112,33,50,29,127,157,maroon,47.756410256410255,29.48717948717949,22.756410256410255,59.16030534351145,29.464285714285715,44.0,977,666,1.5657051282051282,1.0673076923076923,1.9580152671755726,4.580357142857143,1.348,0.8625954198473282,2.017857142857143,1.132
159,Scotland,UEFA,789,44,12,19,13,58,63,368,212,81,75,720,364,377,150,145,82,584,548,mediumaquamarine,47.40177439797212,31.05196451204056,21.546261089987325,57.608695652173914,39.787798408488065,27.27272727272727,1362,975,1.726235741444867,1.2357414448669202,1.9565217391304348,1.909814323607427,1.3181818181818181,0.9891304347826086,0.9655172413793104,1.4318181818181819
160,Senegal,CAF,536,170,79,39,52,229,154,168,112,22,34,292,99,198,45,95,58,175,259,mediumblue,44.02985074626866,29.1044776119403,26.865671641791046,66.66666666666666,22.727272727272727,46.470588235294116,696,512,1.2985074626865671,0.9552238805970149,1.7380952380952381,1.4747474747474747,1.3470588235294119,0.5892857142857143,0.5,0.9058823529411765
164,Singapore,AFC,496,154,42,89,23,192,315,217,82,94,41,330,356,125,21,72,32,95,232,mediumorchid,29.233870967741936,51.41129032258065,19.35483870967742,37.78801843317972,16.8,27.27272727272727,617,903,1.2439516129032258,1.8205645161290323,1.5207373271889402,2.64,1.2467532467532467,1.640552995391705,2.848,2.0454545454545454
165,Slovakia,UEFA,305,37,10,16,11,38,48,130,63,33,34,225,133,138,49,61,28,173,208,mediumpurple,40.0,36.0655737704918,23.934426229508198,48.46153846153846,35.507246376811594,27.027027027027028,436,389,1.4295081967213115,1.2754098360655737,1.7307692307692308,1.6304347826086956,1.027027027027027,1.023076923076923,0.9637681159420289,1.2972972972972974
166,Slovenia,UEFA,260,26,5,11,10,30,41,117,55,40,22,175,129,117,32,53,32,117,140,mediumseagreen,35.38461538461539,40.0,24.615384615384617,47.008547008547005,27.350427350427353,19.230769230769234,322,310,1.2384615384615385,1.1923076923076923,1.4957264957264957,1.4957264957264957,1.1538461538461537,1.1025641025641026,1.1025641025641026,1.5769230769230769
169,South Africa,CAF,411,72,23,22,27,90,86,201,105,39,57,267,144,138,50,53,35,181,177,mediumslateblue,43.30900243309003,27.73722627737226,28.953771289537713,52.23880597014925,36.231884057971016,31.944444444444443,538,407,1.3090024330900243,0.9902676399026764,1.328358208955224,1.934782608695652,1.25,0.7164179104477612,1.0434782608695652,1.1944444444444444
171,Spain,UEFA,706,117,67,23,27,216,112,313,220,36,57,756,214,276,124,70,82,449,309,mediumspringgreen,58.21529745042493,18.271954674220964,23.512747875354105,70.28753993610223,44.927536231884055,57.26495726495726,1421,635,2.0127478753541075,0.8994334277620396,2.415335463258786,2.739130434782609,1.8461538461538463,0.6837060702875399,0.7753623188405797,0.9572649572649573
176,Sudan,CAF,394,126,44,45,37,161,156,119,63,34,22,175,122,149,25,85,39,105,251,mediumturquoise,33.50253807106599,41.62436548223351,24.873096446700508,52.94117647058824,16.778523489932887,34.92063492063492,441,529,1.119289340101523,1.3426395939086295,1.4705882352941178,1.174496644295302,1.2777777777777777,1.0252100840336134,0.8187919463087249,1.2380952380952381
178,Sweden,UEFA,1030,109,42,33,34,155,114,453,272,88,93,1089,523,468,194,176,98,788,680,mediumvioletred,49.320388349514566,28.83495145631068,21.844660194174757,60.04415011037527,41.452991452991455,38.53211009174312,2032,1317,1.9728155339805826,1.278640776699029,2.403973509933775,2.326923076923077,1.4220183486238531,1.1545253863134657,1.1175213675213675,1.0458715596330275
179,Switzerland,UEFA,809,61,21,26,14,77,97,391,175,131,85,686,549,357,91,188,78,432,704,midnightblue,35.475896168108775,42.64524103831891,21.878862793572313,44.75703324808184,25.49019607843137,34.42622950819672,1195,1350,1.477132262051916,1.6687268232385661,1.7544757033248082,1.9215686274509804,1.2622950819672132,1.4040920716112533,1.5378151260504203,1.5901639344262295
184,Tanzania,CAF,488,113,35,50,28,147,188,170,63,47,60,201,168,205,24,126,55,169,398,mintcream,25.0,45.69672131147541,29.303278688524593,37.05882352941177,11.707317073170733,30.973451327433626,517,754,1.0594262295081966,1.5450819672131149,1.1823529411764706,0.9804878048780488,1.3008849557522124,0.9882352941176471,0.8195121951219512,1.663716814159292
185,Thailand,AFC,584,201,63,91,47,293,392,261,133,64,64,457,285,122,18,75,29,124,246,mistyrose,36.64383561643836,39.38356164383562,23.972602739726025,50.95785440613027,14.754098360655737,31.343283582089555,874,923,1.4965753424657535,1.5804794520547945,1.7509578544061302,3.7459016393442623,1.4577114427860696,1.0919540229885059,2.3360655737704916,1.9502487562189055
187,Togo,CAF,386,86,26,36,24,102,119,138,69,35,34,193,124,162,24,94,44,117,280,moccasin,30.82901554404145,42.74611398963731,26.42487046632124,50.0,14.814814814814813,30.23255813953488,412,523,1.067357512953368,1.354922279792746,1.3985507246376812,1.191358024691358,1.186046511627907,0.8985507246376812,0.7654320987654321,1.3837209302325582
189,Trinidad and Tobago,CONCACAF,607,103,43,38,22,182,132,247,143,55,49,515,224,257,68,132,57,313,444,navajowhite,41.84514003294893,37.067545304777596,21.087314662273478,57.89473684210527,26.459143968871597,41.74757281553398,1010,800,1.6639209225700164,1.3179571663920921,2.08502024291498,2.0038910505836576,1.766990291262136,0.9068825910931174,0.8715953307392996,1.2815533980582525
190,Tunisia,CAF,577,124,43,38,43,173,149,265,154,44,67,469,204,188,48,84,56,191,250,navy,42.46100519930676,28.769497400346623,28.769497400346623,58.11320754716981,25.53191489361702,34.67741935483871,833,603,1.4436741767764298,1.0450606585788562,1.769811320754717,2.49468085106383,1.3951612903225807,0.769811320754717,1.0851063829787233,1.2016129032258065
191,Turkey,UEFA,577,69,30,26,13,100,90,249,113,73,63,376,294,259,77,115,67,289,427,oldlace,38.128249566724435,37.088388214904676,24.783362218370883,45.38152610441767,29.72972972972973,43.47826086956522,765,811,1.3258232235701906,1.4055459272097053,1.5100401606425702,1.4517374517374517,1.4492753623188406,1.180722891566265,1.135135135135135,1.3043478260869565
195,USA,CONCACAF,696,73,24,37,12,99,122,401,220,91,90,690,392,222,60,119,43,237,403,olive,43.67816091954023,35.48850574712644,20.833333333333336,54.862842892768086,27.027027027027028,32.87671232876712,1026,917,1.4741379310344827,1.3175287356321839,1.7206982543640899,3.108108108108108,1.356164383561644,0.9775561097256857,1.7657657657657657,1.6712328767123288
196,Uganda,CAF,594,187,81,53,53,288,208,201,118,33,50,412,194,206,44,102,60,192,308,olivedrab,40.909090909090914,31.64983164983165,27.441077441077443,58.70646766169154,21.35922330097087,43.31550802139038,892,710,1.5016835016835017,1.1952861952861953,2.0497512437810945,2.0,1.5401069518716577,0.9651741293532339,0.941747572815534,1.1122994652406417
197,Ukraine,UEFA,286,42,21,13,8,61,45,127,70,22,35,199,98,117,38,43,36,137,149,orange,45.10489510489511,27.27272727272727,27.62237762237762,55.118110236220474,32.47863247863248,50.0,397,292,1.3881118881118881,1.020979020979021,1.5669291338582678,1.7008547008547008,1.4523809523809523,0.7716535433070866,0.8376068376068376,1.0714285714285714
198,United Arab Emirates,AFC,525,179,60,74,45,204,242,225,116,53,56,398,237,121,34,58,29,132,182,orangered,40.0,35.23809523809524,24.761904761904763,51.55555555555556,28.09917355371901,33.5195530726257,734,661,1.398095238095238,1.259047619047619,1.768888888888889,3.2892561983471076,1.1396648044692737,1.0533333333333332,1.9586776859504131,1.3519553072625698
199,Uruguay,CONMEBOL,887,222,109,74,39,419,276,292,174,44,74,544,259,373,103,165,105,429,567,orchid,43.51747463359639,31.905298759864714,24.577226606538897,59.589041095890416,27.61394101876676,49.0990990990991,1392,1102,1.5693348365276212,1.2423900789177,1.8630136986301369,1.4584450402144773,1.8873873873873874,0.886986301369863,0.6943699731903485,1.2432432432432432
202,Venezuela,CONMEBOL,386,86,21,47,18,93,171,152,54,56,42,194,219,148,18,102,28,100,350,palegoldenrod,24.093264248704664,53.10880829015544,22.797927461139896,35.526315789473685,12.162162162162163,24.418604651162788,387,740,1.0025906735751295,1.9170984455958548,1.2763157894736843,1.3108108108108107,1.0813953488372092,1.4407894736842106,1.4797297297297298,1.9883720930232558
204,Wales,UEFA,668,28,9,16,3,27,39,314,121,111,82,456,428,326,84,182,60,344,621,palegreen,32.035928143712574,46.25748502994012,21.706586826347305,38.53503184713376,25.766871165644172,32.142857142857146,827,1088,1.2380239520958083,1.6287425149700598,1.4522292993630572,1.3987730061349692,0.9642857142857143,1.3630573248407643,1.312883435582822,1.3928571428571428
206,Yugoslavia,UEFA,471,58,33,14,11,122,69,180,103,43,34,419,230,233,83,100,50,382,428,paleturquoise,46.496815286624205,33.33333333333333,20.169851380042463,57.22222222222222,35.622317596566525,56.896551724137936,923,727,1.959660297239915,1.5435244161358812,2.327777777777778,1.798283261802575,2.103448275862069,1.2777777777777777,0.9871244635193133,1.1896551724137931
207,Zambia,CAF,709,194,82,56,56,273,208,214,130,30,54,423,174,301,105,117,79,369,360,palevioletred,44.71086036671368,28.63187588152327,26.657263751763043,60.747663551401864,34.883720930232556,42.2680412371134,1065,742,1.5021156558533146,1.0465444287729195,1.9766355140186915,1.4053156146179402,1.407216494845361,0.8130841121495327,0.5780730897009967,1.0721649484536082
208,Zimbabwe,CAF,444,106,39,28,39,149,124,145,81,22,42,227,111,193,55,94,44,212,278,papayawhip,39.414414414414416,32.432432432432435,28.153153153153156,55.86206896551724,28.497409326424872,36.79245283018868,588,513,1.3243243243243243,1.1554054054054055,1.5655172413793104,1.1761658031088082,1.4056603773584906,0.7655172413793103,0.5751295336787565,1.169811320754717
